MovingPlate	FixedPlate	EndChron	EndAge	RotLat	RotLong	RotAng	Kappahat	a	b	c	d	e	f	Points	Segs	Plates	DOF	Source
911	901	1o	0.78	52.7	-88.6	-1.034	1	3.60E-08	5.46E-08	2.43E-08	2.14E-07	6.24E-08	6.78E-08	15	1	2	10	De Mets et al. 2010 (N from supplementary
911	901	3a	6.57	-54.38	85.34	9.68	0.17	6.06E-07	1.32E-06	6.81E-07	5.07E-06	2.48E-06	1.30E-06	48	3	2	39	Wilder 2003 Thesis
911	901	4a	8.86	-58.23	86.36	13.18	0.25	6.93E-07	1.49E-06	7.91E-07	6.87E-06	3.40E-06	1.80E-06	43	3	2	34	Wilder 2003 Thesis
911	901	5o	10.95	-60.01	86.73	16.86	0.34	6.69E-07	1.22E-06	6.48E-07	7.01E-06	3.30E-06	1.65E-06	42	3	2	33	Wilder 2003 Thesis
911	901	5aa	13.07	-62	87.21	19.63	0.29	5.20E-07	6.46E-07	3.72E-07	4.20E-06	1.90E-06	9.64E-07	44	3	2	35	Wilder 2003 Thesis
911	901	5b	15.1	-64.52	83.61	23.1	0.29	8.48E-07	1.46E-06	7.96E-07	9.44E-06	4.35E-06	2.19E-06	30	3	2	21	Wilder 2003 Thesis
911	901	5d	17.45	-72.22	89.27	26.49	0.07	1.67E-06	1.72E-06	1.33E-06	1.13E-05	6.07E-06	3.55E-06	28	3	2	19	Wilder 2003 Thesis
911	901	6B.2o	23	73.53	-92.61	-31.08	1	1.00E-15	1.00E-15	1.00E-15	1.00E-15	1.00E-15	1.00E-15	100	NA	NA	50	Muller et al 2008
911	901	13y	33.1	76.1	-110.7	-45.27	1	1.00E-15	1.00E-15	1.00E-15	1.00E-15	1.00E-15	1.00E-15	100	NA	NA	50	Muller et al 2008
911	901	18.2o	40.1	82.19	-122.97	-52.24	1	1.00E-15	1.00E-15	1.00E-15	1.00E-15	1.00E-15	1.00E-15	100	NA	NA	50	Muller et al 2008
911	901	21o	47.9	85.24	-160.16	-62.78	1	1.00E-15	1.00E-15	1.00E-15	1.00E-15	1.00E-15	1.00E-15	100	NA	NA	50	Muller et al 2008
911	901	25y	55.9	84.28	135.44	-71.47	1	1.00E-15	1.00E-15	1.00E-15	1.00E-15	1.00E-15	1.00E-15	100	NA	NA	50	Muller et al 2008
911	901	31y	67.7	82.93	125.82	-80.17	1	1.00E-15	1.00E-15	1.00E-15	1.00E-15	1.00E-15	1.00E-15	100	NA	NA	50	Muller et al 2008
911	901	34y	83.5	81.35	119.76	-93.37	1	1.00E-15	1.00E-15	1.00E-15	1.00E-15	1.00E-15	1.00E-15	100	NA	NA	50	Muller et al 2008
802	709	1o	0.78	11.2	-56.7	0.109	1	1.47E-08	2.66E-08	-1.62E-08	5.89E-08	-3.54E-08	2.60E-08	31	6	2	16	Demets et al 2010
802	709	2A.2n	3.22	7.9	-44.1	0.428	1	7.90E-10	8.80E-10	-8.20E-10	1.49E-09	-1.22E-09	1.15E-09	64	1	4	53	Horner-Johnson et al. 2005
802	709	A5	10.95	14.6	-49.1	1.53	1	2.21E-08	2.36E-08	-9.20E-09	3.04E-08	-1.67E-08	2.45E-08	152	24	2	101	LeMaux et al. 2002
802	709	A6 (6o)	20.13	10.8	-46	2.7	1	1.03E-07	8.83E-08	-2.34E-08	1.76E-07	-1.35E-07	2.24E-07	48	6	2	33	Patriat et al. 2008
802	709	A8 (8n.2no)	26.55	14.3	-46.9	3.91	1	1.48E-07	1.49E-07	-9.66E-08	2.58E-07	-2.46E-07	3.70E-07	38	7	2	21	Patriat et al. 2008
802	709	A13 (13y)	33.06	16.2	-44.7	5.66	1	8.56E-07	6.73E-07	-1.66E-07	6.90E-07	-3.74E-07	5.82E-07	34	6	2	19	Patriat et al. 2008
802	709	13o	33.738	12.69	-44.61	5.67	0.59	5.71E-07	5.12E-07	-2.35E-07	5.63E-07	-2.53E-07	3.99E-07	171	22	3	121	Cande et al. 2010 ('basic')
802	709	18o	39.464	13.8	-43.75	7.05	0.63	6.60E-07	5.69E-07	-1.00E-09	5.56E-07	-7.90E-08	6.80E-07	125	19	3	81	Cande et al. 2010 ('basic')
802	709	20y	41.59	11.84	-42.32	7.53	0.93	2.36E-07	1.91E-07	-2.28E-07	2.31E-07	-2.63E-07	5.98E-07	133	18	3	91	Cande et al. 2010 ('all')
802	709	20o	42.774	11.84	-42.16	7.87	0.78	1.64E-07	1.23E-07	-1.95E-07	1.79E-07	-2.42E-07	4.97E-07	162	18	3	120	Cande et al. 2010 ('all')
802	709	21y	45.346	11.29	-41.54	8.49	0.55	1.89E-07	1.60E-07	-2.76E-07	2.24E-07	-3.25E-07	6.86E-07	154	18	3	112	Cande et al. 2010 ('all')
802	709	21o	47.235	9.82	-40.7	8.83	1.86	2.26E-07	1.98E-07	-3.69E-07	2.67E-07	-4.00E-07	8.38E-07	160	18	3	118	Cande et al. 2010 ('all')
802	709	22o	49.427	9.19	-40.63	9.21	1.4	2.73E-07	2.54E-07	-4.70E-07	3.70E-07	-5.40E-07	1.08E-06	145	16	3	107	Cande et al. 2010 ('all')
802	709	23o	51.901	9.31	-41.53	9.61	0.74	2.78E-07	2.77E-07	-4.41E-07	4.22E-07	-5.38E-07	9.45E-07	136	16	3	98	Cande et al. 2010 ('with SWIR')
802	709	24o	53.808	10.16	-43.3	9.96	0.72	4.74E-07	4.34E-07	-7.41E-07	5.65E-07	-7.62E-07	1.40E-06	116	15	3	80	Cande et al. 2010 ('with SWIR')
802	709	25y	56.665	9.86	-45.24	10.49	0.52	1.15E-06	1.38E-06	-2.02E-06	1.93E-06	-2.60E-06	3.95E-06	92	14	3	58	Cande et al. 2010 ('with SWIR')
802	709	26y	58.379	10.64	-47.47	10.78	1.35	1.27E-06	1.41E-06	-1.89E-06	1.75E-06	-2.25E-06	3.33E-06	93	13	3	61	Cande et al. 2010 ('with SWIR')
802	709	27y	61.65	7.1	-45.8	11.08	1.15	1.62E-06	1.75E-06	-2.46E-06	2.19E-06	-2.84E-06	4.29E-06	96	14	3	62	Cande et al. 2010 ('with SWIR')
802	709	28y	63.104	4.75	-44.79	11.39	0.66	1.36E-06	1.55E-06	-2.35E-06	2.05E-06	-2.84E-06	4.49E-06	91	14	3	57	Cande et al. 2010 ('with SWIR')
802	709	29o	65.118	4.79	-45.56	11.7	0.53	9.16E-07	9.94E-07	-1.65E-06	1.27E-06	-1.91E-06	3.29E-06	101	16	3	63	Cande et al. 2010 ('with SWIR')
802	709	C34ny	83	-1.8	-38.7	17.9	1	1.00E-15	1.00E-15	1.00E-15	1.00E-15	1.00E-15	1.00E-15	100	NA	NA	50	From Dave
709	701	1o	0.78	-35.3	33.8	0.059	1	4.60E-09	1.25E-09	-2.73E-09	6.32E-09	1.01E-09	5.15E-09	94	15	2	61	Demets et al 2010
709	701	2A.2n	3.22	-44.7	2.8	0.27	1	4.29E-09	1.26E-09	-5.01E-09	1.62E-09	-1.44E-09	7.19E-09	217	1	4	206	Horner-Johnson et al. 2005
709	701	C5n.2no	10.949	-27.395	43.277	0.4	1	1.00E-15	1.00E-15	1.00E-15	1.00E-15	1.00E-15	1.00E-15	100	NA	NA	50	
709	701	C6n0	20.131	-27.395	43.277	0.8	1	1.00E-15	1.00E-15	1.00E-15	1.00E-15	1.00E-15	1.00E-15	100	NA	NA	50	
709	701	C7.2m	25.009	-27.395	43.277	0.999	1	1.00E-15	1.00E-15	1.00E-15	1.00E-15	1.00E-15	1.00E-15	100	NA	NA	50	
709	701	C34	85	-27.395	43.277	0.999	1	1.00E-15	1.00E-15	1.00E-15	1.00E-15	1.00E-15	1.00E-15	100	NA	NA	50	
701	1	Interpolated	0	57.73	-51.26	0	1	1.00E-15	1.00E-15	1.00E-15	1.00E-15	1.00E-15	1.00E-15	36	10	2	13	O'Neill et al 2005
701	1	Interpolated	10	57.73	-51.26	-1.36	3.3	9.49E-05	-6.07E-06	1.08E-05	2.89E-05	-2.43E-05	6.98E-05	36	10	2	13	O'Neill et al 2005
701	1	Interpolated	30	49.42	-61.9	-5.8	3.17	8.15E-05	2.58E-05	-6.80E-06	8.77E-05	-5.86E-05	8.69E-05	36	10	2	13	O'Neill et al 2005
701	1	Interpolated	40	44.56	-55.74	-7.42	0.73	7.16E-04	-5.47E-05	-2.88E-04	1.50E-04	-4.90E-05	2.71E-04	36	10	2	13	O'Neill et al 2005
701	1	Interpolated	50	8.84	-34.84	-12.43	0.83	6.78E-04	3.61E-05	-3.59E-04	1.57E-04	-1.06E-04	3.45E-04	36	10	2	13	O'Neill et al 2005
701	1	Interpolated	60	14.24	-40.32	-13.73	2.08	1.47E-03	3.64E-04	-5.43E-04	7.01E-04	-2.72E-04	5.51E-04	36	10	2	13	O'Neill et al 2005
701	1	Interpolated	70	26.52	-47.46	-14.6	0.65	8.45E-04	1.29E-04	-3.33E-04	2.79E-04	-1.23E-04	4.43E-04	36	10	2	13	O'Neill et al 2005
701	1	Interpolated	80	26.85	-46.92	-17.71	0.47	7.83E-04	1.44E-04	-3.50E-04	2.77E-04	-1.35E-04	3.47E-04	36	10	2	13	O'Neill et al 2005
701	1	Interpolated	90	7.24	-33.73	-22.75	0.69	6.15E-04	5.43E-05	-1.45E-04	1.75E-04	-2.25E-04	6.15E-04	36	10	2	13	O'Neill et al 2005
701	1	Interpolated	100	10.83	-46.48	-26.59	1.31	3.36E-04	4.23E-05	4.28E-05	4.02E-04	4.39E-05	3.01E-04	36	10	2	13	O'Neill et al 2005
701	1	Interpolated	110	5.06	-34.89	-31.79	0.48	5.66E-04	2.07E-04	-1.65E-05	1.98E-04	6.52E-05	4.34E-04	36	10	2	13	O'Neill et al 2005
701	1	Interpolated	120	22.49	-37.22	-30.63	66.18	1.11E-03	1.69E-04	1.46E-03	9.99E-04	1.31E-03	4.19E-03	36	10	2	13	O'Neill et al 2005
301	101	1no	0.78	66.89	137.2	-0.196	1	1.41E-07	-7.40E-08	2.47E-07	4.20E-08	-1.30E-07	4.82E-07	602	54	2	493	Merkouriev and DeMets 2008
301	101	2ny	1.86	62.2	138.79	-0.385	1	8.70E-08	-4.50E-08	1.65E-07	3.50E-08	-7.80E-08	3.45E-07	632	33	2	565	Merkouriev and DeMets 2008
301	101	2An.1y	2.58	63.63	137.44	-0.559	1	4.90E-08	6.00E-09	5.10E-08	5.10E-08	-7.70E-08	2.11E-07	683	38	2	607	Merkouriev and DeMets 2008
301	101	2An.3o	3.58	61.84	139	-0.761	1	1.89E-07	2.20E-08	1.74E-07	1.08E-07	-1.07E-07	3.59E-07	562	41	2	480	Merkouriev and DeMets 2008
301	101	3n.1y	4.18	63.83	135.81	-0.892	1	3.04E-07	1.30E-08	2.50E-07	1.08E-07	-1.71E-07	5.64E-07	404	33	2	338	Merkouriev and DeMets 2008
301	101	3n.4o	5.23	61.1	137.88	-1.09	1	2.58E-07	-1.00E-08	3.24E-07	2.01E-07	-2.84E-07	8.55E-07	396	28	2	340	Merkouriev and DeMets 2008
301	101	3An.1ny	5.89	63.29	135.33	-1.256	1	1.27E-07	-1.70E-08	1.79E-07	1.30E-07	-2.13E-07	5.78E-07	394	30	2	334	Merkouriev and DeMets 2008
301	101	3An.2no	6.57	65.73	134.86	-1.461	1	5.17E-07	-1.15E-07	7.70E-07	3.34E-07	-6.75E-07	2.08E-06	307	28	2	251	Merkouriev and DeMets 2008
301	101	4n.1ny	7.43	63.21	137.88	-1.593	1	2.95E-07	-5.10E-08	4.33E-07	2.71E-07	-4.92E-07	1.39E-06	374	33	2	308	Merkouriev and DeMets 2008
301	101	4n.2no	8.07	64.43	137.29	-1.783	1	4.85E-07	-4.60E-08	5.93E-07	3.82E-07	-7.04E-07	1.93E-06	353	23	2	307	Merkouriev and DeMets 2008
301	101	4Ano	9.03	64.86	135.65	-2.053	1	7.58E-07	-1.46E-07	1.00E-06	8.29E-07	-1.61E-06	3.94E-06	276	22	2	232	Merkouriev and DeMets 2008
301	101	5n.1ny	9.74	66.1	137.62	-2.268	1	2.65E-06	4.27E-07	2.01E-06	1.12E-06	-1.27E-06	4.22E-06	340	26	2	288	Merkouriev and DeMets 2008
301	101	5n.2no	10.95	67.75	133.17	-2.622	1	8.14E-07	-1.25E-07	1.00E-06	5.35E-07	-1.07E-06	2.98E-06	344	27	2	290	Merkouriev and DeMets 2008
301	101	5An.2o	12.4	67.19	133.86	-2.988	1	9.29E-06	1.90E-07	8.35E-06	1.70E-06	-2.61E-06	1.24E-05	228	20	2	188	Merkouriev and DeMets 2008
301	101	5ACny	13.7	67.39	132.58	-3.346	1	3.26E-05	-7.56E-06	4.37E-05	2.54E-06	-1.14E-05	6.08E-05	144	16	2	112	Merkouriev and DeMets 2008
301	101	5ADno	14.61	69.5	127.69	-3.685	1	1.19E-04	-2.54E-05	1.51E-04	8.39E-06	-3.71E-05	2.00E-04	148	15	2	118	Merkouriev and DeMets 2008
301	101	5Cn.1ny	16.01	67.97	133.21	-4.017	1	1.37E-05	-1.21E-06	1.47E-05	1.98E-06	-4.31E-06	2.10E-05	200	17	2	166	Merkouriev and DeMets 2008
301	101	5Dny	17.23	68.85	129.75	-4.386	1	1.00E-05	-1.30E-06	1.27E-05	7.59E-07	-2.40E-06	1.72E-05	153	15	2	123	Merkouriev and DeMets 2008
301	101	5Eny	18.28	70.16	129.1	-4.708	1	1.24E-05	-3.27E-06	1.78E-05	1.16E-06	-5.18E-06	2.66E-05	194	16	2	162	Merkouriev and DeMets 2008
301	101	6ny	19.05	72.12	126.7	-5.048	1	3.41E-05	-1.85E-06	4.17E-05	4.76E-06	-7.17E-06	5.67E-05	188	17	2	154	Merkouriev and DeMets 2008
301	101	6no	20.13	68.62	131.76	-5.029	1	6.16E-06	-7.42E-07	7.17E-06	5.08E-07	-1.56E-06	9.64E-06	230	19	2	192	Merkouriev and DeMets 2008
301	101	C13ny	33.06	68.22	131.53	-7.65	1.56	8.39E-08	1.84E-08	7.40E-08	5.81E-08	-7.53E-08	3.24E-07	346	31	2	281	Gaina et al 2002
301	101	C18n.1no	39.55	67.72	133.91	-9.25	2.52	1.38E-07	1.75E-07	5.51E-08	4.41E-07	-1.01E-07	3.69E-07	106	9	2	85	Gaina et al 2002
301	101	C21no	47.91	65.38	138.44	-10.96	0.74	9.52E-08	2.43E-08	1.03E-07	9.25E-08	-2.76E-08	2.63E-07	460	27	2	400	Gaina et al 2002
301	101	C22no	49.71	64.52	138.18	-11.5	1.06	1.37E-07	1.26E-07	9.91E-08	3.24E-07	-3.50E-08	3.03E-07	353	21	2	305	Gaina et al 2002
301	101	C24n.3no	53.35	63.07	144.26	-12.82	0.84	1.48E-07	9.96E-08	1.97E-07	3.42E-07	9.63E-08	4.16E-07	329	19	2	285	Gaina et al 2002
301	101	C25ny	55.9	56.17	145.06	-13.24	0.89	5.29E-06	-2.42E-06	6.57E-06	1.29E-06	-3.02E-06	8.25E-06	112	6	2	97	Gaina et al 2002
301	101	C31no	68.74	54.45	147.06	-15.86	1.04	6.65E-06	-2.69E-06	7.95E-06	1.34E-06	-3.21E-06	9.59E-06	120	7	2	103	Gaina et al 2002
301	101	C33o	79.08	63.4	147.75	-18.48	1	4.39E-06	-1.66E-06	5.14E-06	8.57E-07	-1.93E-06	6.09E-06	158	9	2	137	Gaina et al 2002
101	701	1y	0	-77.86	207.09	0	1	5E-11	-2E-11	-2E-11	1.2E-10	3.2E-10	1.54E-09	1077	535.5	2	971	Merkouriev & Demets 2014
101	701	1no	0.78	-77.86	207.09	0.182	1	5E-11	-2E-11	-2E-11	1.2E-10	3.2E-10	1.54E-09	1077	535.5	2	971	Merkouriev & Demets 2014
101	701	2ny	1.86	-77.79	208.99	0.408	1	9.22E-09	7.2E-10	1.28E-09	3.13E-09	-3.7E-10	2.22E-09	1079	55	2	964	Merkouriev & Demets 2014
101	701	2An.1y	2.58	-78.32	211.01	0.601	1	4.1E-09	-1.57E-09	8.4E-10	3.25E-09	-1.56E-09	3.02E-09	1048	53	2	937	Merkouriev & Demets 2014
101	701	2An.3o	3.58	-78.74	237.97	0.782	1	2.32E-08	3.7E-09	-1.16E-09	4.66E-09	-1.74E-09	2.99E-09	897	59	2	774	Merkouriev & Demets 2014
101	701	3n.1y	4.18	-78.65	224.07	0.964	1	3.722E-08	1.275E-08	-7.81E-09	9.59E-09	-5E-09	4.93E-09	751	47	2	648	Merkouriev & Demets 2014
101	701	3n.4o	5.23	-79.29	224.81	1.176	1	5.498E-08	1.346E-08	-7.63E-09	9.64E-09	-4.68E-09	4.45E-09	709	47	2	610	Merkouriev & Demets 2014
101	701	3An.1ny	5.89	-79.74	227.43	1.343	1	3.645E-08	-5.5E-09	5.23E-09	6.91E-09	-4.79E-09	6.5E-09	592	44	2	499	Merkouriev & Demets 2014
101	701	3An.2no	6.57	-79.85	228.27	1.504	1	3.852E-08	-6.31E-09	5.81E-09	6.47E-09	-3.44E-09	7.21E-09	545	42	2	456	Merkouriev & Demets 2014
101	701	4n.1ny	7.43	-80.39	225.37	1.724	1	5.542E-08	4.62E-09	-1.09E-09	8.48E-09	-2.64E-09	3.67E-09	597	44	2	504	Merkouriev & Demets 2014
101	701	4n.2no	8.07	-80.48	232.45	1.858	1	1.57E-08	-7.68E-09	4.71E-09	1.075E-08	-6.02E-09	7.6E-09	568	41	2	481	Merkouriev & Demets 2014
101	701	4Ano	9.03	-80.93	225.32	2.172	1	3.525E-08	-1.31E-09	2.16E-09	1.179E-08	-6.76E-09	7.79E-09	581	39	2	498	Merkouriev & Demets 2014
101	701	5n.1ny	9.74	-79.12	259.79	2.268	1	8.801E-08	1.368E-08	-1.242E-08	2.678E-08	-1.604E-08	1.702E-08	538	30	2	473	Merkouriev & Demets 2014
101	701	5n.2no	10.95	-80.97	232.83	2.664	1	3.129E-08	7.35E-09	-6.04E-09	2.676E-08	-1.758E-08	1.715E-08	620	35	2	545	Merkouriev & Demets 2014
101	701	5An.2o	12.4	-80.69	238.24	3.059	1	1.118E-08	-6.98E-09	4.52E-09	7.73E-09	-4.2E-09	8.71E-09	531	35	2	458	Merkouriev & Demets 2014
101	701	5ACny	13.7	-80.36	237.11	3.415	1	2.591E-08	-1.21E-08	1.159E-08	1.201E-08	-3.34E-09	1.616E-08	443	29	2	380	Merkouriev & Demets 2014
101	701	5ADno	14.61	-79.86	241.65	3.716	1	2.355E-08	-2E-10	4.74E-09	2.132E-08	-2.19E-09	1.056E-08	419	27	2	360	Merkouriev & Demets 2014
101	701	5Cn.1ny	16.01	-80.14	222.31	4.21	1	1.788E-08	4.33E-09	2.1E-10	2.79E-08	-1.133E-08	1.248E-08	428	25	2	373	Merkouriev & Demets 2014
101	701	5Dny	17.23	-79.9	217.71	4.63	1	6.533E-08	2.02E-09	9.56E-09	2.285E-08	-7.13E-09	1.311E-08	401	24	2	348	Merkouriev & Demets 2014
101	701	5Eny	18.28	-79.66	215.06	4.916	1	2.62E-08	1.113E-08	-6.64E-09	3.456E-08	-1.456E-08	1.423E-08	337	22	2	288	Merkouriev & Demets 2014
101	701	6ny	19.05	-79.69	217.76	5.135	1	2.004E-08	9.23E-09	-7.07E-09	4.567E-08	-2.235E-08	2.643E-08	351	24	2	300	Merkouriev & Demets 2014
101	701	6no	20.13	-78.4	198.84	5.591	1	1.4427E-07	9.73E-09	-5.14E-08	4.222E-08	1.656E-08	7.413E-08	354	24	2	301	Merkouriev & Demets 2014
101	701	C8n.1ny	25.82	79.34	28.56	7.04	2.53	1.71E-04	-1.71E-04	1.24E-04	1.96E-04	-1.41E-04	1.04E-04	140	18	2	101	Muller et al 1999
101	701	C13ny?	33.06	75.99	5.98	9.77	1.19	8.32E-05	-8.47E-05	5.97E-05	1.03E-04	-7.14E-05	5.21E-05	159	31	2	94	Muller et al 1999
101	701	C18n1ny?	38.43	74.54	0.19	11.92	1.65	1.98E-04	-2.08E-04	1.43E-04	2.41E-04	-1.64E-04	1.16E-04	94	15	2	61	Muller et al 1999
101	701	C21ny	46.26	74.23	-5.01	15.11	1.19	1.80E-04	-2.03E-04	1.36E-04	2.68E-04	-1.80E-04	1.26E-04	96	21	2	51	Muller et al 1999
101	701	C24n.1ny	52.36	77.34	-1.61	16.96	3.08	2.65E-04	-3.13E-04	2.07E-04	4.05E-04	-2.67E-04	1.80E-04	94	18	2	55	Muller et al 1999
101	701	C25ny	55.9	80.64	6.57	17.9	1.26	1.19E-04	-1.36E-04	8.64E-05	1.87E-04	-1.18E-04	7.87E-05	110	21	2	65	Muller et al 1999
101	701	C30ny	65.58	82.74	2.93	20.84	1.07	9.12E-05	-1.07E-04	6.64E-05	1.58E-04	-9.83E-05	6.45E-05	135	23	2	86	Muller et al 1999
101	701	C32n.2ny	71.59	81.35	-8.32	22.75	1.33	1.23E-04	-1.62E-04	9.70E-05	2.42E-04	-1.46E-04	9.10E-05	142	25	2	89	Muller et al 1999
101	701	C33no	79.08	78.64	-18.16	26.98	1.85	4.09E-05	-4.02E-05	2.34E-05	5.73E-05	-3.48E-05	2.38E-05	155	25	2	102	Muller et al 1999
101	701	C34ny	83	76.81	-20.59	29.51	1.82	6.20E-05	-4.83E-05	2.47E-05	6.96E-05	-4.29E-05	3.07E-05	144	23	2	95	Muller et al 1999
101	701	M0	120.4	66.28	-19.82	54.44	1	3.41E-05	-2.65E-05	1.36E-05	3.82E-05	-2.36E-05	1.69E-05	1.94E+02	NA	2	10000	Muller et al. 1997
101	701	M1	126.7	66.11	-18.95	56.4800000001	1	3.41E-05	-2.65E-05	1.36E-05	3.82E-05	-2.36E-05	1.69E-05	2.44E+02	NA	2	10000	Muller et al. 1997
101	701	M0	131.9	65.95	-18.5	57.45	1	3.41E-05	-2.65E-05	1.36E-05	3.82E-05	-2.36E-05	1.69E-05	2.94E+02	NA	2	10000	Muller et al. 1997
101	701	M0	139.6	66.12	-18.38	59.9	1	3.41E-05	-2.65E-05	1.36E-05	3.82E-05	-2.36E-05	1.69E-05	3.44E+02	NA	2	10000	Muller et al. 1997
101	701	M0	147.7	66.54	-17.98	62.08	1	3.41E-05	-2.65E-05	1.36E-05	3.82E-05	-2.36E-05	1.69E-05	3.94E+02	NA	2	10000	Muller et al. 1997
101	701	M25	154.3	67.15	-15.98	64.75	1	3.41E-05	-2.65E-05	1.36E-05	3.82E-05	-2.36E-05	1.69E-05	4.44E+02	NA	2	10000	Muller et al. 1997
201	701	1o	0.78	60.9	-39	0.23	1	1.33E-09	-4.68E-10	0.00E+00	5.46E-10	-3.12E-10	2.50E-09	126	13	2	97	Demets et al 2010
201	701	C5n.1ny	9.74	62.05	-40.59	3.18	0.71	2.72E-04	-7.07E-05	-2.04E-04	3.18E-05	5.49E-05	1.67E-04	57	13	2	28	Muller et al 1999
201	701	C6ny	19.048	58.77	-37.32	7.049	1.1	2.09E-04	-4.35E-05	-1.31E-04	1.97E-05	2.80E-05	9.42E-05	58	14	2	29	Muller et al 1999
201	701	C8n.1ny	25.823	57.59	-36.27	9.962	0.85	6.33E-04	-2.07E-04	-3.59E-04	8.13E-05	1.16E-04	2.33E-04	52	14	2	21	Muller et al 1999
201	701	C13ny	33.058	56.17	-33.64	13.41	0.67	9.53E-05	-2.39E-05	-5.37E-05	2.12E-05	1.68E-05	3.77E-05	64	13	2	35	Muller et al 1999
201	701	C18n.1ny	38.426	57.1	-33	15.912	1.44	3.17E-04	-1.21E-04	-1.84E-04	5.77E-05	7.12E-05	1.27E-04	57	14	2	26	Muller et al 1999
201	701	C21ny	46.264	56.95	-31.15	19.107	0.89	1.12E-04	-3.96E-05	-6.41E-05	2.55E-05	2.53E-05	4.33E-05	79	17	2	42	Muller et al 1999
201	701	C24n.1ny	52.364	58.89	-31.18	21.38	0.87	2.51E-04	-1.10E-04	-1.17E-04	6.07E-05	5.35E-05	6.72E-05	52	12	2	25	Muller et al 1999
201	701	C25ny	55.904	61.35	-32.21	22.273	1.01	2.51E-04	-1.16E-04	-1.33E-04	7.34E-05	6.68E-05	8.14E-05	53	11	2	28	Muller et al 1999
201	701	C30ny	65.578	63.88	-33.61	24.755	1.74	1.50E-04	-6.99E-05	-8.17E-05	5.21E-05	4.32E-05	5.36E-05	73	14	2	42	Muller et al 1999
201	701	C32n.2ny	71.587	63.41	-33.38	26.573	1.16	3.02E-04	-1.40E-04	-1.67E-04	9.70E-05	8.33E-05	1.02E-04	53	11	2	28	Muller et al 1999
201	701	C33no	79.075	62.92	-34.36	30.992	1.74	9.25E-05	-2.90E-05	-4.70E-05	3.49E-05	2.51E-05	3.35E-05	65	13	2	36	Muller et al 1999
201	701	C34ny	83	61.88	-34.26	33.512	0.97	8.71E-05	-4.33E-05	-4.97E-05	4.01E-05	3.23E-05	3.65E-05	75	16	2	40	Muller et al 1999
511	709	1o	0.78	-11.66	-128.78	0.537	1	1.03E-06	1.20E-06	-8.65E-07	2.22E-06	-1.11E-06	7.65E-07	242	29	2	181	Bull et al. 2010
511	709	2y	1.86	-10.92	-130.82	1.18	1	2.34E-06	1.97E-06	-1.76E-06	3.15E-06	-1.65E-06	1.39E-06	178	25	2	125	Bull et al. 2010
511	709	2An.1	2.58	-11.28	-131.29	1.685	1	1.28E-06	1.59E-06	-9.73E-07	2.85E-06	-1.28E-06	7.87E-07	164	26	2	109	Bull et al. 2010
511	709	2An.3	3.58	-13.71	-130.38	2.238	1	1.94E-06	1.73E-06	-1.55E-06	3.02E-06	-1.40E-06	1.28E-06	123	21	2	78	Bull et al. 2010
511	709	3n.4	5.23	-10.49	-130.96	3.4	1	2.80E-06	3.42E-06	-2.22E-06	6.27E-06	-2.75E-06	1.87E-06	107	17	2	70	Bull et al. 2010
511	709	3An.1	5.89	-12.64	-131.18	3.687	1	4.93E-06	5.97E-06	-3.93E-06	9.46E-06	-4.91E-06	3.25E-06	108	21	2	63	Bull et al. 2010
511	709	3An.2	6.57	-11.98	-130.89	4.203	1	8.16E-06	9.65E-06	-6.72E-06	1.31E-05	-8.05E-06	5.63E-06	84	16	2	49	Bull et al. 2010
511	709	4n.2	8.07	-11.62	-130.26	5.114	1	3.83E-06	3.70E-06	-3.47E-06	5.19E-06	-3.38E-06	3.21E-06	89	17	2	52	Bull et al. 2010
511	709	4A	9.03	-13.95	-131.8	5.289	1	6.41E-06	8.79E-06	-5.03E-06	1.55E-05	-7.08E-06	4.11E-06	83	14	2	52	Bull et al. 2010
511	709	5n.1y	9.74	-12.33	-132.3	5.777	1	1.76E-05	2.91E-05	-1.20E-05	5.37E-05	-1.97E-05	8.44E-06	58	11	2	33	Bull et al. 2010
511	709	5n.2	10.95	-13.99	-133.16	6.258	1	7.52E-06	9.54E-06	-5.65E-06	2.10E-05	-7.27E-06	4.47E-06	148	20	2	105	Bull et al. 2010
511	709	5An.2	12.4	-14.23	-134.19	6.979	1	5.64E-06	7.96E-06	-4.08E-06	2.18E-05	-5.56E-06	3.22E-06	87	17	2	50	Bull et al. 2010
511	709	5AD	14.612	-16.06	-135.53	7.834	1	1.33E-05	2.72E-05	-9.13E-06	6.47E-05	-1.83E-05	6.81E-06	81	16	2	46	Bull et al. 2010
511	709	5Bn.2	15.095	-16.73	-136.02	8.007	1	1.77E-05	3.55E-05	-1.28E-05	8.61E-05	-2.45E-05	1.00E-05	55	12	2	28	Bull et al. 2010
511	709	5Cn.1	16.014	-15.14	-135.08	8.926	1	5.89E-06	1.01E-05	-4.25E-06	2.26E-05	-6.94E-06	3.36E-06	65	12	2	38	Bull et al. 2010
511	709	5Cn.3	16.641	-15.66	-135.52	9.331	1	3.71E-06	7.21E-06	-2.54E-06	1.78E-05	-4.76E-06	1.95E-06	69	12	2	42	Bull et al. 2010
511	709	5D	17.23	-16.24	-136.08	9.54	1	6.40E-06	1.41E-05	-3.99E-06	3.50E-05	-8.49E-06	2.79E-06	68	13	2	39	Bull et al. 2010
